original,location,sample_period,duplicate,location,sample_period
IG2011007,Igloolik,15,IG2011007,Igloolik,15
IG2011008,Igloolik,15,IG2011008,Igloolik,15
IG2011008,Igloolik,15,IG2011009,Igloolik,15
IG2011010,Igloolik,15,IG2011010,Igloolik,15
IG2011011,Igloolik,15,IG2011011,Igloolik,15
IG2011011,Igloolik,15,IG2013113,Igloolik,17
IG2011012,Igloolik,15,IG2011012,Igloolik,15
IG2011013,Igloolik,15,IG2011013,Igloolik,15
IG2011015,Igloolik,15,IG2011015,Igloolik,15
IG2011016,Igloolik,15,IG2011016,Igloolik,15
IG2011017,Igloolik,15,IG2011017,Igloolik,15
IG2011018,Igloolik,15,IG2011018,Igloolik,15
IG2011019,Igloolik,15,IG2011019,Igloolik,15
IG2011021,Igloolik,15,IG2011021,Igloolik,15
IG2011022,Igloolik,15,IG2011022,Igloolik,15
IG2011023,Igloolik,15,IG2011023,Igloolik,15
IG2011024,Igloolik,15,IG2011024,Igloolik,15
IG2011025,Igloolik,15,IG2011025,Igloolik,15
IG2011026,Igloolik,15,IG2011026,Igloolik,15
IG2011027,Igloolik,15,IG2011027,Igloolik,15
IG2011028,Igloolik,15,IG2011028,Igloolik,15
IG2011029,Igloolik,15,IG2011029,Igloolik,15
IG2011031,Igloolik,15,IG2011031,Igloolik,15
IG2011032,Igloolik,15,IG2011032,Igloolik,15
IG2011033,Igloolik,15,IG2011033,Igloolik,15
IG2011034,Igloolik,15,IG2011034,Igloolik,15
IG2011035,Igloolik,15,IG2011035,Igloolik,15
IG2011036,Igloolik,15,IG2011036,Igloolik,15
IG2011037,Igloolik,15,IG2011037,Igloolik,15
IG2011038,Igloolik,15,IG2011038,Igloolik,15
IG2011039,Igloolik,15,IG2011039,Igloolik,15
IG2011040,Igloolik,15,IG2011040,Igloolik,15
IG2011041,Igloolik,15,IG2011041,Igloolik,15
IG2011042,Igloolik,15,IG2011042,Igloolik,15
IG2011043,Igloolik,15,IG2011043,Igloolik,15
IG2011044,Igloolik,15,IG2011044,Igloolik,15
IG2012001,Igloolik,16,IG2012001,Igloolik,16
IG2012001,Igloolik,16,IG2012017,Igloolik,16
IG2012001,Igloolik,16,IG2013160,Igloolik,17
IG2012003,Igloolik,16,IG2012003,Igloolik,16
IG2012004,Igloolik,16,IG2013102,Igloolik,17
IG2012004,Igloolik,16,IG2012004,Igloolik,16
IG2012005,Igloolik,16,IG2012005,Igloolik,16
IG2012006,Igloolik,16,IG2012006,Igloolik,16
IG2012007,Igloolik,16,IG2012007,Igloolik,16
IG2012008,Igloolik,16,IG2012049,Igloolik,16
IG2012008,Igloolik,16,IG2012059,Igloolik,16
IG2012008,Igloolik,16,IG2012008,Igloolik,16
IG2012009,Igloolik,16,IG2012009,Igloolik,16
IG2012010,Igloolik,16,IG2012010,Igloolik,16
IG2012011,Igloolik,16,IG2012011,Igloolik,16
IG2012012,Igloolik,16,IG2012012,Igloolik,16
IG2012013,Igloolik,16,IG2012013,Igloolik,16
IG2012015,Igloolik,16,IG2012015,Igloolik,16
IG2012016,Igloolik,16,IG2012016,Igloolik,16
IG2012018,Igloolik,16,IG2012018,Igloolik,16
IG2012019,Igloolik,16,IG2012019,Igloolik,16
IG2012020,Igloolik,16,IG2012020,Igloolik,16
IG2012021,Igloolik,16,IG2012021,Igloolik,16
IG2012022,Igloolik,16,IG2012022,Igloolik,16
IG2012023,Igloolik,16,IG2012023,Igloolik,16
IG2012024,Igloolik,16,IG2012024,Igloolik,16
IG2012025,Igloolik,16,IG2012025,Igloolik,16
IG2012026,Igloolik,16,IG2012026,Igloolik,16
IG2012027,Igloolik,16,IG2012027,Igloolik,16
IG2012028,Igloolik,16,IG2012028,Igloolik,16
IG2012029,Igloolik,16,IG2012029,Igloolik,16
IG2012030,Igloolik,16,IG2012030,Igloolik,16
IG2012031,Igloolik,16,IG2012031,Igloolik,16
IG2012032,Igloolik,16,IG2012032,Igloolik,16
IG2012033,Igloolik,16,IG2012033,Igloolik,16
IG2012034,Igloolik,16,IG2012034,Igloolik,16
IG2012036,Igloolik,16,IG2012036,Igloolik,16
IG2012037,Igloolik,16,IG2012088,Igloolik,16
IG2012037,Igloolik,16,IG2012037,Igloolik,16
IG2012037,Igloolik,16,IG2012093,Igloolik,16
IG2012038,Igloolik,16,IG2012038,Igloolik,16
IG2012040,Igloolik,16,IG2012040,Igloolik,16
IG2012040,Igloolik,16,IG2013122,Igloolik,17
IG2012041,Igloolik,16,IG2012041,Igloolik,16
IG2012042,Igloolik,16,IG2012042,Igloolik,16
IG2012043,Igloolik,16,IG2012043,Igloolik,16
IG2012044,Igloolik,16,IG2012044,Igloolik,16
IG2012045,Igloolik,16,IG2012045,Igloolik,16
IG2012047,Igloolik,16,IG2012047,Igloolik,16
IG2012047,Igloolik,16,PB2002008,Kugaaruk,7
IG2012048,Igloolik,16,IG2012048,Igloolik,16
IG2012050,Igloolik,16,IG2012050,Igloolik,16
IG2012051,Igloolik,16,IG2012051,Igloolik,16
IG2012052,Igloolik,16,IG2012052,Igloolik,16
IG2012052,Igloolik,16,IG2012057,Igloolik,16
IG2012053,Igloolik,16,IG2012053,Igloolik,16
IG2012054,Igloolik,16,IG2012054,Igloolik,16
IG2012055,Igloolik,16,IG2012055,Igloolik,16
IG2012056,Igloolik,16,IG2012056,Igloolik,16
IG2012058,Igloolik,16,IG2012058,Igloolik,16
IG2012060,Igloolik,16,IG2012060,Igloolik,16
IG2012061,Igloolik,16,IG2012061,Igloolik,16
IG2012062,Igloolik,16,IG2012062,Igloolik,16
IG2012063,Igloolik,16,IG2012074,Igloolik,16
IG2012063,Igloolik,16,IG2012063,Igloolik,16
IG2012063,Igloolik,16,IG2012073,Igloolik,16
IG2012064,Igloolik,16,IG2012064,Igloolik,16
IG2012065,Igloolik,16,IG2012065,Igloolik,16
IG2012066,Igloolik,16,IG2012066,Igloolik,16
IG2012066,Igloolik,16,IG2013049,Igloolik,17
IG2012067,Igloolik,16,IG2012067,Igloolik,16
IG2012068,Igloolik,16,IG2012068,Igloolik,16
IG2012069,Igloolik,16,IG2012069,Igloolik,16
IG2012070,Igloolik,16,IG2012070,Igloolik,16
IG2012071,Igloolik,16,IG2012071,Igloolik,16
IG2012072,Igloolik,16,IG2012072,Igloolik,16
IG2012075,Igloolik,16,IG2012075,Igloolik,16
IG2012076,Igloolik,16,IG2012076,Igloolik,16
IG2012077,Igloolik,16,IG2012077,Igloolik,16
IG2012080,Igloolik,16,IG2012080,Igloolik,16
IG2012080,Igloolik,16,IG2012117,Igloolik,16
IG2012082,Igloolik,16,IG2012082,Igloolik,16
IG2012083,Igloolik,16,IG2012083,Igloolik,16
IG2012084,Igloolik,16,IG2013161,Igloolik,17
IG2012084,Igloolik,16,IG2012084,Igloolik,16
IG2012085,Igloolik,16,IG2012085,Igloolik,16
IG2012086,Igloolik,16,IG2012086,Igloolik,16
IG2012087,Igloolik,16,IG2012087,Igloolik,16
IG2012087,Igloolik,16,IG2013106,Igloolik,17
IG2012090,Igloolik,16,IG2012090,Igloolik,16
IG2012091,Igloolik,16,IG2012091,Igloolik,16
IG2012094,Igloolik,16,IG2012094,Igloolik,16
IG2012095,Igloolik,16,IG2012095,Igloolik,16
IG2012096,Igloolik,16,IG2012096,Igloolik,16
IG2012097,Igloolik,16,IG2012097,Igloolik,16
IG2012098,Igloolik,16,IG2012098,Igloolik,16
IG2012099,Igloolik,16,IG2012100,Igloolik,16
IG2012099,Igloolik,16,IG2012099,Igloolik,16
IG2012101,Igloolik,16,IG2012113,Igloolik,16
IG2012101,Igloolik,16,IG2012101,Igloolik,16
IG2012103,Igloolik,16,IG2012103,Igloolik,16
IG2012104,Igloolik,16,IG2012104,Igloolik,16
IG2012105,Igloolik,16,IG2012105,Igloolik,16
IG2012106,Igloolik,16,IG2012106,Igloolik,16
IG2012107,Igloolik,16,IG2012107,Igloolik,16
IG2012108,Igloolik,16,IG2012108,Igloolik,16
IG2012109,Igloolik,16,IG2012109,Igloolik,16
IG2012110,Igloolik,16,IG2012111,Igloolik,16
IG2012110,Igloolik,16,IG2012110,Igloolik,16
IG2012112,Igloolik,16,IG2012112,Igloolik,16
IG2012114,Igloolik,16,IG2012114,Igloolik,16
IG2012115,Igloolik,16,IG2012115,Igloolik,16
IG2012116,Igloolik,16,IG2012116,Igloolik,16
IG2012118,Igloolik,16,IG2012118,Igloolik,16
IG2012118,Igloolik,16,IG2012119,Igloolik,16
IG2012120,Igloolik,16,IG2012120,Igloolik,16
IG2012121,Igloolik,16,IG2012121,Igloolik,16
IG2013001,Igloolik,17,IG2013001,Igloolik,17
IG2013002,Igloolik,17,IG2013002,Igloolik,17
IG2013003,Igloolik,17,IG2013003,Igloolik,17
IG2013004,Igloolik,17,IG2013004,Igloolik,17
IG2013005,Igloolik,17,IG2013005,Igloolik,17
IG2013006,Igloolik,17,IG2013007,Igloolik,17
IG2013006,Igloolik,17,IG2013006,Igloolik,17
IG2013008,Igloolik,17,IG2013008,Igloolik,17
IG2013008,Igloolik,17,IG2013009,Igloolik,17
IG2013010,Igloolik,17,IG2013010,Igloolik,17
IG2013011,Igloolik,17,IG2013011,Igloolik,17
IG2013012,Igloolik,17,IG2013012,Igloolik,17
IG2013012,Igloolik,17,IG2013013,Igloolik,17
IG2013014,Igloolik,17,IG2013014,Igloolik,17
IG2013015,Igloolik,17,IG2013015,Igloolik,17
IG2013017,Igloolik,17,IG2013017,Igloolik,17
IG2013018,Igloolik,17,IG2013018,Igloolik,17
IG2013019,Igloolik,17,IG2013019,Igloolik,17
IG2013021,Igloolik,17,IG2013021,Igloolik,17
IG2013022,Igloolik,17,IG2013022,Igloolik,17
IG2013023,Igloolik,17,IG2013023,Igloolik,17
IG2013024,Igloolik,17,IG2013024,Igloolik,17
IG2013025,Igloolik,17,IG2013025,Igloolik,17
IG2013026,Igloolik,17,IG2013026,Igloolik,17
IG2013027,Igloolik,17,IG2013027,Igloolik,17
IG2013028,Igloolik,17,IG2013028,Igloolik,17
IG2013029,Igloolik,17,IG2013029,Igloolik,17
IG2013029,Igloolik,17,IG2013091,Igloolik,17
IG2013030,Igloolik,17,IG2013030,Igloolik,17
IG2013031,Igloolik,17,IG2013031,Igloolik,17
IG2013033,Igloolik,17,IG2013033,Igloolik,17
IG2013035,Igloolik,17,IG2013035,Igloolik,17
IG2013036,Igloolik,17,IG2013036,Igloolik,17
IG2013037,Igloolik,17,IG2013037,Igloolik,17
IG2013038,Igloolik,17,IG2013038,Igloolik,17
IG2013039,Igloolik,17,IG2013039,Igloolik,17
IG2013040,Igloolik,17,IG2013040,Igloolik,17
IG2013041,Igloolik,17,IG2013041,Igloolik,17
IG2013042,Igloolik,17,IG2013042,Igloolik,17
IG2013043,Igloolik,17,IG2013043,Igloolik,17
IG2013044,Igloolik,17,IG2013044,Igloolik,17
IG2013045,Igloolik,17,IG2013076,Igloolik,17
IG2013045,Igloolik,17,IG2013081,Igloolik,17
IG2013045,Igloolik,17,IG2013045,Igloolik,17
IG2013045,Igloolik,17,IG2013080,Igloolik,17
IG2013047,Igloolik,17,IG2013047,Igloolik,17
IG2013048,Igloolik,17,IG2013048,Igloolik,17
IG2013050,Igloolik,17,IG2013051,Igloolik,17
IG2013050,Igloolik,17,IG2013050,Igloolik,17
IG2013052,Igloolik,17,IG2013052,Igloolik,17
IG2013053,Igloolik,17,IG2013053,Igloolik,17
IG2013054,Igloolik,17,IG2013054,Igloolik,17
IG2013055,Igloolik,17,IG2013055,Igloolik,17
IG2013056,Igloolik,17,IG2013056,Igloolik,17
IG2013056,Igloolik,17,IG2013090,Igloolik,17
IG2013057,Igloolik,17,IG2013057,Igloolik,17
IG2013058,Igloolik,17,IG2013058,Igloolik,17
IG2013059,Igloolik,17,IG2013059,Igloolik,17
IG2013060,Igloolik,17,IG2013060,Igloolik,17
IG2013061,Igloolik,17,IG2013061,Igloolik,17
IG2013063,Igloolik,17,IG2013063,Igloolik,17
IG2013064,Igloolik,17,IG2013064,Igloolik,17
IG2013065,Igloolik,17,IG2013065,Igloolik,17
IG2013066,Igloolik,17,IG2013066,Igloolik,17
IG2013067,Igloolik,17,IG2013067,Igloolik,17
IG2013068,Igloolik,17,IG2013068,Igloolik,17
IG2013069,Igloolik,17,IG2013069,Igloolik,17
IG2013070,Igloolik,17,IG2013070,Igloolik,17
IG2013071,Igloolik,17,IG2013071,Igloolik,17
IG2013071,Igloolik,17,IG2013073,Igloolik,17
IG2013072,Igloolik,17,IG2013072,Igloolik,17
IG2013074,Igloolik,17,IG2013074,Igloolik,17
IG2013075,Igloolik,17,IG2013075,Igloolik,17
IG2013077,Igloolik,17,IG2013077,Igloolik,17
IG2013078,Igloolik,17,IG2013078,Igloolik,17
IG2013079,Igloolik,17,IG2013079,Igloolik,17
IG2013082,Igloolik,17,IG2013082,Igloolik,17
IG2013083,Igloolik,17,IG2013083,Igloolik,17
IG2013084,Igloolik,17,IG2013084,Igloolik,17
IG2013085,Igloolik,17,IG2013115,Igloolik,17
IG2013085,Igloolik,17,IG2013085,Igloolik,17
IG2013087,Igloolik,17,IG2013087,Igloolik,17
IG2013087,Igloolik,17,IG2013096,Igloolik,17
IG2013088,Igloolik,17,IG2013088,Igloolik,17
IG2013089,Igloolik,17,IG2013089,Igloolik,17
IG2013092,Igloolik,17,IG2013092,Igloolik,17
IG2013093,Igloolik,17,IG2013093,Igloolik,17
IG2013094,Igloolik,17,IG2013094,Igloolik,17
IG2013094,Igloolik,17,PG2004015,Pangnirtung,9
IG2013095,Igloolik,17,IG2013095,Igloolik,17
IG2013097,Igloolik,17,IG2013097,Igloolik,17
IG2013098,Igloolik,17,IG2013098,Igloolik,17
IG2013099,Igloolik,17,IG2013099,Igloolik,17
IG2013100,Igloolik,17,IG2013100,Igloolik,17
IG2013101,Igloolik,17,IG2013101,Igloolik,17
IG2013103,Igloolik,17,IG2013103,Igloolik,17
IG2013104,Igloolik,17,IG2013104,Igloolik,17
IG2013105,Igloolik,17,IG2013105,Igloolik,17
IG2013107,Igloolik,17,IG2013107,Igloolik,17
IG2013108,Igloolik,17,IG2013111,Igloolik,17
IG2013108,Igloolik,17,IG2013109,Igloolik,17
IG2013108,Igloolik,17,IG2013130,Igloolik,17
IG2013108,Igloolik,17,IG2013108,Igloolik,17
IG2013110,Igloolik,17,IG2013110,Igloolik,17
IG2013112,Igloolik,17,IG2013112,Igloolik,17
IG2013114,Igloolik,17,IG2013114,Igloolik,17
IG2013116,Igloolik,17,IG2013116,Igloolik,17
IG2013117,Igloolik,17,IG2013117,Igloolik,17
IG2013118,Igloolik,17,IG2013118,Igloolik,17
IG2013119,Igloolik,17,IG2013119,Igloolik,17
IG2013120,Igloolik,17,IG2013120,Igloolik,17
IG2013121,Igloolik,17,IG2013121,Igloolik,17
IG2013123,Igloolik,17,IG2013123,Igloolik,17
IG2013124,Igloolik,17,IG2013124,Igloolik,17
IG2013125,Igloolik,17,IG2013125,Igloolik,17
IG2013126,Igloolik,17,IG2013126,Igloolik,17
IG2013127,Igloolik,17,IG2013127,Igloolik,17
IG2013128,Igloolik,17,IG2013128,Igloolik,17
IG2013129,Igloolik,17,IG2013129,Igloolik,17
IG2013131,Igloolik,17,IG2013131,Igloolik,17
IG2013132,Igloolik,17,IG2013132,Igloolik,17
IG2013133,Igloolik,17,IG2013137,Igloolik,17
IG2013133,Igloolik,17,IG2013133,Igloolik,17
IG2013134,Igloolik,17,IG2013134,Igloolik,17
IG2013135,Igloolik,17,IG2013135,Igloolik,17
IG2013136,Igloolik,17,IG2013136,Igloolik,17
IG2013138,Igloolik,17,IG2013138,Igloolik,17
IG2013139,Igloolik,17,IG2013139,Igloolik,17
IG2013140,Igloolik,17,IG2013140,Igloolik,17
IG2013141,Igloolik,17,IG2013141,Igloolik,17
IG2013142,Igloolik,17,IG2013142,Igloolik,17
IG2013143,Igloolik,17,IG2013143,Igloolik,17
IG2013144,Igloolik,17,IG2013144,Igloolik,17
IG2013145,Igloolik,17,IG2013145,Igloolik,17
IG2013146,Igloolik,17,IG2013146,Igloolik,17
IG2013147,Igloolik,17,IG2013147,Igloolik,17
IG2013148,Igloolik,17,IG2013148,Igloolik,17
IG2013149,Igloolik,17,IG2013149,Igloolik,17
IG2013149,Igloolik,17,IG2013152,Igloolik,17
IG2013150,Igloolik,17,IG2013150,Igloolik,17
IG2013151,Igloolik,17,IG2013151,Igloolik,17
IG2013153,Igloolik,17,IG2013153,Igloolik,17
IG2013154,Igloolik,17,IG2013154,Igloolik,17
IG2013155,Igloolik,17,IG2013155,Igloolik,17
IG2013156,Igloolik,17,IG2013156,Igloolik,17
IG2013157,Igloolik,17,IG2013157,Igloolik,17
IG2013158,Igloolik,17,IG2013158,Igloolik,17
IQ2011001,Iqaluit,15,IQ2011001,Iqaluit,15
PB2001011,Kugaaruk,6,PB2001011,Kugaaruk,6
PB2001012,Kugaaruk,6,PB2001012,Kugaaruk,6
PB2002006,Kugaaruk,7,PB2002006,Kugaaruk,7
PB2002007,Kugaaruk,7,PB2002007,Kugaaruk,7
PB2002014,Kugaaruk,7,PB2002014,Kugaaruk,7
PB2002021,Kugaaruk,7,PB2002021,Kugaaruk,7
PB2011003,Kugaaruk,15,PB2011003,Kugaaruk,15
PG1997001,Pangnirtung,3,PG1997001,Pangnirtung,3
PG1997002,Pangnirtung,3,PG1997002,Pangnirtung,3
PG1997003,Pangnirtung,3,PG1997003,Pangnirtung,3
PG1997006,Pangnirtung,3,PG1997006,Pangnirtung,3
PG1997008,Pangnirtung,3,PG1997008,Pangnirtung,3
PG1997010,Pangnirtung,3,PG1997010,Pangnirtung,3
PG1997011,Pangnirtung,3,PG1997011,Pangnirtung,3
PG1997012,Pangnirtung,3,PG1997012,Pangnirtung,3
PG1997014,Pangnirtung,3,PG1997014,Pangnirtung,3
PG1997017,Pangnirtung,3,PG1997017,Pangnirtung,3
PG1997018,Pangnirtung,3,PG1997018,Pangnirtung,3
PG1997019,Pangnirtung,3,PG1997019,Pangnirtung,3
PG1997020,Pangnirtung,3,PG1997020,Pangnirtung,3
PG1997021,Pangnirtung,3,PG1997021,Pangnirtung,3
PG1997024,Pangnirtung,3,PG1997024,Pangnirtung,3
PG1997025,Pangnirtung,3,PG1997025,Pangnirtung,3
PG1997026,Pangnirtung,3,PG1997026,Pangnirtung,3
PG20021061,Pangnirtung,7,PG20021061,Pangnirtung,7
PG20021062,Pangnirtung,7,PG20021062,Pangnirtung,7
PG20021063,Pangnirtung,7,PG20021063,Pangnirtung,7
PG20021064,Pangnirtung,7,PG20021064,Pangnirtung,7
PG20021065,Pangnirtung,7,PG20021065,Pangnirtung,7
PG20021066,Pangnirtung,7,PG20021066,Pangnirtung,7
PG20021066,Pangnirtung,7,PG20021067,Pangnirtung,7
PG20021068,Pangnirtung,7,PG20021068,Pangnirtung,7
PG20021071,Pangnirtung,7,PG20021071,Pangnirtung,7
PG20021080,Pangnirtung,7,PG20021080,Pangnirtung,7
PG2004001,Pangnirtung,9,PG2004001,Pangnirtung,9
PG2004011,Pangnirtung,9,PG2004011,Pangnirtung,9
PG2004012,Pangnirtung,9,PG2004012,Pangnirtung,9
PG2004014,Pangnirtung,9,PG2004014,Pangnirtung,9
PG2004018,Pangnirtung,9,PG2004018,Pangnirtung,9
PG2005001,Pangnirtung,10,PG2005001,Pangnirtung,10
PG2005002,Pangnirtung,10,PG2005002,Pangnirtung,10
PG2005003,Pangnirtung,10,PG2005003,Pangnirtung,10
PG2005004,Pangnirtung,10,PG2005004,Pangnirtung,10
PG2005006,Pangnirtung,10,PG2005006,Pangnirtung,10
PG2005011,Pangnirtung,10,PG2005011,Pangnirtung,10
PG2005012,Pangnirtung,10,PG2005012,Pangnirtung,10
PG2005021,Pangnirtung,10,PG2005021,Pangnirtung,10
PG2005022,Pangnirtung,10,PG2005022,Pangnirtung,10
PG2005023,Pangnirtung,10,PG2005023,Pangnirtung,10
PG2005025,Pangnirtung,10,PG2005025,Pangnirtung,10
PG2005026,Pangnirtung,10,PG2005026,Pangnirtung,10
PG2005027,Pangnirtung,10,PG2005027,Pangnirtung,10
PG2005028,Pangnirtung,10,PG2005028,Pangnirtung,10
PG2005029,Pangnirtung,10,PG2005029,Pangnirtung,10
PG2006001,Pangnirtung,11,RB1998001,"Repulse Bay",4
PG2006001,Pangnirtung,11,PG2006001,Pangnirtung,11
PG2006002,Pangnirtung,11,PG2006002,Pangnirtung,11
PG2006003,Pangnirtung,11,PG2006003,Pangnirtung,11
PG2006005,Pangnirtung,11,PG2006005,Pangnirtung,11
PG2006006,Pangnirtung,11,PG2006006,Pangnirtung,11
PG2006007,Pangnirtung,11,PG2006007,Pangnirtung,11
PG2006008,Pangnirtung,11,PG2006008,Pangnirtung,11
PG2006009,Pangnirtung,11,PG2006009,Pangnirtung,11
PG2006010,Pangnirtung,11,PG2006010,Pangnirtung,11
PG2006011,Pangnirtung,11,PG2006011,Pangnirtung,11
PG2006012,Pangnirtung,11,PG2006012,Pangnirtung,11
PG2006013,Pangnirtung,11,PG2006013,Pangnirtung,11
PG2006014,Pangnirtung,11,PG2006014,Pangnirtung,11
PG2006015,Pangnirtung,11,PG2006015,Pangnirtung,11
PG2006015,Pangnirtung,11,RB2000001,"Repulse Bay",5
PG2006015,Pangnirtung,11,RB1998003,"Repulse Bay",4
PG2006016,Pangnirtung,11,PG2006016,Pangnirtung,11
PG2006017,Pangnirtung,11,PG2006017,Pangnirtung,11
PG2006018,Pangnirtung,11,PG2006018,Pangnirtung,11
PG2006019,Pangnirtung,11,PG2006019,Pangnirtung,11
PG2006020,Pangnirtung,11,PG2006020,Pangnirtung,11
PG2006021,Pangnirtung,11,PG2006021,Pangnirtung,11
PG2006022,Pangnirtung,11,PG2006022,Pangnirtung,11
PG2006023,Pangnirtung,11,PG2006023,Pangnirtung,11
PG2006024,Pangnirtung,11,PG2006024,Pangnirtung,11
PG2006025,Pangnirtung,11,PG2006025,Pangnirtung,11
PG2006026,Pangnirtung,11,PG2006026,Pangnirtung,11
PG2006026,Pangnirtung,11,PG2011015,Pangnirtung,15
PG2006027,Pangnirtung,11,PG2006027,Pangnirtung,11
PG2006028,Pangnirtung,11,PG2006028,Pangnirtung,11
PG2006029,Pangnirtung,11,PG2006029,Pangnirtung,11
PG2006030,Pangnirtung,11,PG2006030,Pangnirtung,11
PG2006032,Pangnirtung,11,PG2006032,Pangnirtung,11
PG2008003,Pangnirtung,13,PG2008003,Pangnirtung,13
PG2008009,Pangnirtung,13,PG2008009,Pangnirtung,13
PG2008010,Pangnirtung,13,PG2008010,Pangnirtung,13
PG2011001,Pangnirtung,15,PG2011002,Pangnirtung,15
PG2011001,Pangnirtung,15,PG2011001,Pangnirtung,15
PG2011003,Pangnirtung,15,PG2011003,Pangnirtung,15
PG2011004,Pangnirtung,15,PG2011004,Pangnirtung,15
PG2011005,Pangnirtung,15,PG2011005,Pangnirtung,15
PG2011006,Pangnirtung,15,PG2011006,Pangnirtung,15
